chr	start	stop	centre	dist
chr5	107423818	107424084	107423951.0	30471.5
chr5	135488562	135489270	135488916.0	-10436.0
chr6	86246162	86246496	86246329.0	-75206.5
chr8	14994411	14994590	14994500.5	104572.5
chrX	114199361	114199812	114199586.5	2233099.5
chr1	70510898	70511028	70510963.0	-438123.0
chr1	152335163	152335379	152335271.0	94888.0
chr14	69792727	69793466	69793096.5	12817.5
chr2	28956304	28956619	28956461.5	-24231.5
chr3	128457229	128457372	128457300.5	858458.5
chr5	66396259	66396854	66396556.5	512672.0
chr8	32142171	32142870	32142520.5	-155363.0
chr9	69988585	69989651	69989118.0	-362221.5
chr9	114466028	114466663	114466345.5	-131757.0
chrX	7673318	7674380	7673849.0	-107.0
chrX	46371327	46371526	46371426.5	32427.0
chrX	159782447	159782750	159782598.5	495888.0
chr1	188047231	188047689	188047460.0	492339.0
chr11	117383233	117383394	117383313.5	163583.5
chr14	84307174	84307330	84307252.0	-536003.0
chr14	88250307	88250819	88250563.0	424176.5
chr14	93414551	93415101	93414826.0	-3614823.5
chr17	63214441	63214602	63214521.5	115732.0
chr17	69424734	69426033	69425383.5	-341442.5
chr2	72034292	72034560	72034426.0	-268116.0
chr5	37086621	37087591	37087106.0	4270.0
chr6	107479033	107480690	107479861.5	-655622.0
chr7	109118101	109119032	109118566.5	-193.5
chr1	84834271	84834436	84834353.5	-1602.0
chr1	159729047	159729244	159729145.5	759753.5
chr10	94522153	94522442	94522297.5	-120678.0
chr11	23205685	23207497	23206591.0	-191279.5
chr11	92959341	92960049	92959695.0	-869726.0
chr14	84935849	84936386	84936117.5	92862.5
chr16	30965161	30965332	30965246.5	-235602.0
chr17	89051450	89051603	89051526.5	170385.0
chr19	21856002	21856292	21856147.0	3186.5
chr19	26679032	26679826	26679429.0	-1257.0
chr3	94800985	94801201	94801093.0	9301.0
chr3	132081429	132081556	132081492.5	-265275.5
chr5	108223115	108223235	108223175.0	34834.5
chr5	117519659	117519857	117519758.0	-278745.0
chr7	87671618	87671765	87671691.5	155756.5
chr7	138273627	138273986	138273806.5	-232499.0
chr7	140304072	140304817	140304444.5	246253.5
chr8	124241865	124242309	124242087.0	-114613.0
chr9	31246930	31247286	31247108.0	27148.0
chr9	87047350	87048028	87047689.0	-102566.0
chrX	112786725	112787226	112786975.5	820488.5
chr1	58055138	58055378	58055258.0	-394704.0
chr17	95007129	95008076	95007602.5	86153.0
chr18	37164741	37164874	37164807.5	203368.5
chr18	67427347	67427824	67427585.5	-284471.0
chr19	23832576	23834050	23833313.0	71290.0
chr2	151457672	151458572	151458122.0	138015.0
chr2	165101565	165101743	165101654.0	-50393.0
chr5	130924457	130925573	130925015.0	226693.5
chr6	115153168	115153313	115153240.5	68285.0
chr7	65925186	65925375	65925280.5	270684.5
chrX	140584321	140585219	140584770.0	1371388.5
chr11	110685241	110685523	110685382.0	424993.5
chr15	44579288	44580733	44580010.5	320540.5
chr17	32330945	32331179	32331062.0	24155.5
chr3	108829835	108830955	108830395.0	187428.0
chr3	152250073	152250265	152250169.0	-127115.5
chr7	89483794	89484981	89484387.5	510192.5
chr7	104932161	104932369	104932265.0	-59215.0
chr8	12873084	12874482	12873783.0	-285637.0
chr9	70204087	70204492	70204289.5	-147050.0
chr1	13322799	13322911	13322855.0	-188373.0
chr1	168999747	168999948	168999847.5	-280364.5
chr10	13776740	13777342	13777041.0	504012.0
chr11	45882147	45882831	45882489.0	124179.0
chr13	20089517	20089852	20089684.5	-133990.0
chr14	67807600	67808065	67807832.5	-45533.0
chr16	97067677	97068090	97067883.5	-60474.5
chr17	47873831	47874157	47873994.0	107163.0
chr19	29094266	29094400	29094333.0	29117.5
chr2	99535156	99535281	99535218.5	-68340.5
chr3	140133615	140133968	140133791.5	-479742.0
chr6	119368813	119369373	119369093.0	30394.5
chr6	119433042	119433291	119433166.5	94468.0
chr7	77748791	77749242	77749016.5	2533316.5
chr1	82767441	82768072	82767756.5	-54313.0
chr12	114835273	114835709	114835491.0	441004.5
chr14	59984125	59984259	59984192.0	164127.5
chr14	76915041	76916203	76915622.0	-17020.0
chr14	90168285	90168487	90168386.0	2341999.5
chr15	25284674	25284830	25284752.0	-267504.0
chr16	78238069	78238205	78238137.0	-338753.5
chr17	87664771	87665653	87665212.0	89.5
chr19	9209612	9210265	9209938.5	101690.5
chr2	28160359	28160488	28160423.5	163085.0
chr5	130694208	130694653	130694430.5	-3891.0
chr7	128535539	128536880	128536209.5	-314470.5
chr8	90451257	90451940	90451598.5	-316787.0
chr8	103375286	103375404	103375345.0	-804013.5
chrX	85176833	85177963	85177398.0	693677.0
chr1	117814579	117814690	117814634.5	-2393114.5
chr1	155440887	155441105	155440996.0	-306897.5
chr1	183775065	183775733	183775399.0	-43672.0
chr11	79775774	79776169	79775971.5	5.0
chr11	104973966	104974189	104974077.5	-13661.5
chr17	56969308	56969477	56969392.5	36128.5
chr2	45400267	45400519	45400393.0	372853.0
chr2	150497087	150497229	150497158.0	-233151.5
chr3	17687692	17688087	17687889.5	-1374911.5
chr3	81789444	81789561	81789502.5	52746.0
chr3	87213062	87213515	87213288.5	-116525.0
chr7	13495426	13496058	13495742.0	-11669.0
chr8	64406528	64407425	64406976.5	440350.5
chr9	53065821	53066281	53066051.0	-278783.0
chr1	182046657	182046914	182046785.5	-79185.5
chr14	14951435	14951601	14951518.0	-1668.0
chr15	74998969	74999097	74999033.0	200228.5
chr16	69687260	69687531	69687395.5	4813700.5
chr16	97984535	97985760	97985147.5	-87986.5
chr2	154795876	154796011	154795943.5	77468.0
chr2	180663078	180663447	180663262.5	3207.0
chr3	3191723	3191894	3191808.5	-570875.0
chr4	135577309	135577961	135577635.0	-31765.5
chr5	22925040	22925280	22925160.0	-407212.5
chr5	110528009	110528511	110528260.0	4614.5
chr7	135673077	135673305	135673191.0	68559.5
chr7	140179896	140180102	140179999.0	121808.0
chr1	112800593	112801383	112800988.0	4144915.5
chr11	92960151	92961509	92960830.0	-868591.0
chr12	115117092	115117572	115117332.0	722845.5
chr14	12796345	12796567	12796456.0	1510861.0
chr16	29877627	29877830	29877728.5	-374634.5
chr17	42936739	42936850	42936794.5	-76744.0
chr19	47252550	47254211	47253380.5	41626.0
chr2	150434976	150435236	150435106.0	-295203.5
chr2	152592160	152592520	152592340.0	-3345.5
chr5	92935531	92935784	92935657.5	1063.5
chr9	7960394	7960679	7960536.5	87592.5
chr9	26983047	26983165	26983106.0	145520.0
chr9	50560929	50561143	50561036.0	13483.5
chr9	97242254	97242624	97242439.0	238222.5
chrX	18392694	18393118	18392906.0	-386885.0
chrX	121457206	121457340	121457273.0	731151.5
chrX	156886868	156887597	156887232.5	58680.5
chr1	54623250	54623374	54623312.0	315725.5
chr13	63664303	63664963	63664633.0	-251949.5
chr14	8633277	8633383	8633330.0	26691.5
chr15	89236082	89236440	89236261.0	-24033.5
chr17	13832330	13832541	13832435.5	631452.5
chr18	76369330	76369484	76369407.0	-31880.0
chr2	103026875	103027353	103027114.0	113410.5
chr3	68056281	68056600	68056440.5	-247191.5
chr4	8294773	8295077	8294925.0	-168123.5
chr5	50239497	50239733	50239615.0	-2342145.5
chr6	83267050	83267800	83267425.0	-39303.0
chr7	126134955	126136568	126135761.5	180229.5
chr8	18830072	18830230	18830151.0	-16256.5
chr8	68882639	68882773	68882706.0	-48295.0
chrX	34442615	34443062	34442838.5	94830.5
chr1	52337166	52337328	52337247.0	166626.0
chr1	60902304	60902440	60902372.0	435906.0
chr17	37139251	37140454	37139852.5	110384.0
chr3	8310881	8311005	8310943.0	-356294.5
chr4	98393073	98393969	98393521.0	343662.0
chr7	61989608	61989772	61989690.0	-1228056.0
chr8	70800253	70801645	70800949.0	-625942.0
chr9	91933532	91934001	91933766.5	-503430.5
chr1	52873797	52874766	52874281.5	-27579.0
chr1	57425982	57426317	57426149.5	-37533.0
chr11	79120047	79120277	79120162.0	160301.5
chr11	98159080	98159398	98159239.0	-60486.0
chr2	169905681	169905902	169905791.5	-104363.5
chr4	87616666	87617215	87616940.5	-579385.0
chr4	117691812	117692583	117692197.5	-64154.5
chr5	46054305	46054462	46054383.5	142762.5
chr5	136674699	136675002	136674850.5	118.0
chrX	35474503	35475012	35474757.5	-317036.0
chrX	39333399	39333647	39333523.0	-20600.0
chrX	132772738	132772900	132772819.0	22825.0
chr1	95545425	95545832	95545628.5	-105660.0
chr1	123493659	123493764	123493711.5	269387.5
chr10	109102026	109102290	109102158.0	-1080287.5
chr14	48632249	48632441	48632345.0	363008.5
chr6	137729742	137730072	137729907.0	46058.0
chr9	38325839	38325996	38325917.5	904617.5
chr1	40452705	40452925	40452815.0	2511.0
chr11	77420296	77420797	77420546.5	-79808.0
chr11	103488902	103489041	103488971.5	-70079.5
chr11	107393625	107393885	107393755.0	-15406.5
chr14	44794300	44794526	44794413.0	-1176532.0
chr15	48988710	48988852	48988781.0	-2666117.0
chr15	71386025	71386166	71386095.5	-1447837.5
chr18	67292618	67292862	67292740.0	-419316.5
chr19	60629559	60629699	60629629.0	-27043.5
chr2	97741313	97742019	97741666.0	-1861893.0
chr3	8831663	8831819	8831741.0	-91957.5
chr6	70755811	70756509	70756160.0	37195.0
chr7	64845806	64847866	64846836.0	-807760.0
chr7	104885820	104887064	104886442.0	41136.0
chr8	46086948	46087417	46087182.5	-973672.5
chr9	14480723	14481227	14480975.0	295780.5
chr9	86580868	86581007	86580937.5	115342.5
chr9	118398607	118399096	118398851.5	-185259.0
chrX	132108754	132109812	132109283.0	-178245.5
chr1	109593559	109594000	109593779.5	937707.0
chr11	67668634	67668803	67668718.5	250669.0
chr11	118216208	118216818	118216513.0	-63841.0
chr14	70595103	70595290	70595196.5	35956.5
chr15	23960529	23960838	23960683.5	-1591572.5
chr15	103054706	103054867	103054786.5	-15735.0
chr16	22405895	22406577	22406236.0	-33649.5
chr17	14416105	14416785	14416445.0	-663945.5
chr17	95128260	95128703	95128481.5	-20860.0
chr2	44364477	44364680	44364578.5	-417963.5
chr3	22749517	22749651	22749584.0	914600.5
chr3	88389846	88389978	88389912.0	-21608.5
chr5	113650207	113650539	113650373.0	56376.5
chr6	82865960	82866156	82866058.0	6564.5
chr7	53351570	53351759	53351664.5	223034.0
chr7	120203151	120203631	120203391.0	-318185.0
chr8	11628414	11628676	11628545.0	71672.0
chr8	72346338	72346822	72346580.0	-9850.5
chr1	106664721	106666240	106665480.5	-1923894.0
chr1	192772821	192773203	192773012.0	20397.0
chr11	26337845	26338260	26338052.5	-95757.5
chr11	75469305	75469724	75469514.5	82556.5
chr11	97532046	97532821	97532433.5	-73680.0
chr11	115948848	115949197	115949022.5	-43081.0
chr11	118898318	118898583	118898450.5	-49134.0
chr13	98370097	98370467	98370282.0	-178674.0
chr15	100700742	100701478	100701110.0	113041.0
chr16	35118967	35119127	35119047.0	-244796.5
chr16	43575302	43575682	43575492.0	-314506.5
chr16	44380810	44381118	44380964.0	22759.5
chr2	118803879	118804085	118803982.0	5341.5
chr3	129708455	129708632	129708543.5	-54858.5
chr5	89655817	89655972	89655894.5	461833.0
chr6	113573839	113574493	113574166.0	-66780.5
chr8	23918309	23918891	23918600.0	214534.5
chr8	86998479	86998613	86998546.0	-164753.5
chr9	67397145	67397841	67397493.0	-281586.0
chr1	90853652	90853986	90853819.0	-113009.5
chr1	102890873	102890972	102890922.5	814098.0
chr1	181412725	181412848	181412786.5	-88046.0
chr17	93913354	93914184	93913769.0	-1007680.5
chr19	52599611	52599734	52599672.5	-478649.0
chr7	72205402	72205695	72205548.5	668340.5
chr8	93017398	93017546	93017472.0	-335280.0
chrX	132509777	132509997	132509887.0	-92795.0
chrX	159322766	159323548	159323157.0	36446.5
chr10	70910251	70911643	70910947.0	162962.0
chr12	71913887	71914435	71914161.0	-12246.5
chr15	83425275	83425813	83425544.0	11364.5
chr16	23270555	23271037	23270796.0	142871.0
chr17	16004292	16004451	16004371.5	152007.0
chr18	81803850	81804010	81803930.0	-309114.0
chr2	29990756	29991046	29990901.0	10873.0
chr2	76200258	76200386	76200322.0	-285811.5
chr2	89666794	89666976	89666885.0	-568430.5
chr3	32981817	32982120	32981968.5	346091.0
chr3	100736019	100736278	100736148.5	10062.0
chr3	135174632	135174994	135174813.0	26191.5
chr5	53369660	53369810	53369735.0	201545.0
chr6	12367023	12367517	12367270.0	476214.0
chr8	23772264	23772387	23772325.5	68260.0
chr8	40559507	40559611	40559559.0	-833897.5
chr9	88420593	88420896	88420744.5	2696.5
chr9	95376558	95376705	95376631.5	-35562.0
chr1	179573267	179573529	179573398.0	-68291.5
chr11	7181770	7181917	7181843.5	837526.5
chr15	8579549	8579865	8579707.0	178473.5
chr18	80852387	80852885	80852636.0	-52199.0
chr2	79777099	79777199	79777149.0	174014.0
chr2	103188216	103188463	103188339.5	-218299.0
chr3	34539735	34539905	34539820.0	840858.5
chr3	154701901	154702776	154702338.5	-54029.0
chr4	53872891	53873145	53873018.0	33972.0
chr5	53666167	53666310	53666238.5	498048.5
chr7	39056293	39056613	39056453.0	136.5
chr7	86804813	86805560	86805186.5	-55497.0
chr7	87487855	87488122	87487988.5	-27946.5
chr9	19878067	19878319	19878193.0	-447665.0
chr9	71656549	71656823	71656686.0	662507.0
chr9	96860002	96860182	96860092.0	-144124.5
chr1	64508342	64508461	64508401.5	-71274.5
chr1	64578485	64580280	64579382.5	-293.5
chr1	155271877	155272742	155272309.5	-475584.0
chr10	98376356	98378610	98377483.0	5.0
chr11	61853687	61853910	61853798.5	34387.5
chr11	103536971	103537159	103537065.0	-21986.0
chr16	46121602	46121733	46121667.5	111102.0
chr17	80567756	80568107	80567931.5	-38280.5
chr2	133172568	133173060	133172814.0	500318.5
chr2	160766841	160767005	160766923.0	-167881.0
chr3	7713262	7713425	7713343.5	209910.0
chr3	138961002	138961134	138961068.0	92400.5
chr5	84953859	84954067	84953963.0	-1647718.5
chr5	136112122	136112429	136112275.5	3729.0
chr6	6239911	6240093	6240002.0	-288262.0
chr7	80336884	80337085	80336984.5	-325554.5
chr8	82012909	82013040	82012974.5	194093.0
chrX	83619511	83620092	83619801.5	-863919.5
chrX	128424810	128425033	128424921.5	-845420.5
chr14	55255862	55256056	55255959.0	-49434.5
chr15	99535325	99535723	99535524.0	-20638.0
chr16	67536750	67536995	67536872.5	2663177.5
chr17	28898923	28899122	28899022.5	-70949.5
chr17	51406338	51406477	51406407.5	974178.0
chr2	60800077	60801524	60800800.5	837601.0
chr3	86954581	86955269	86954925.0	351765.5
chr4	86283455	86283869	86283662.0	25738.0
chr7	137508477	137508594	137508535.5	-154674.0
chr8	73435618	73435816	73435717.0	45984.5
chr8	131058361	131058457	131058409.0	1563520.0
chr9	118164488	118165319	118164903.5	105655.0
chr1	173200110	173200272	173200191.0	-10871.0
chr11	77793798	77794058	77793928.0	-80090.0
chr14	62057962	62058509	62058235.5	-483.5
chr14	121854902	121855067	121854984.5	4537.0
chr17	47679015	47679320	47679167.5	-69175.0
chr18	26293559	26293686	26293622.5	643025.0
chr19	24305002	24305118	24305060.0	-34612.0
chr2	101970397	101970888	101970642.5	-55827.5
chr5	42317151	42317304	42317227.5	-1856131.5
chr7	56179002	56179340	56179171.0	-68537.5
chr9	66218234	66218512	66218373.0	75419.5
chr9	113208574	113208853	113208713.5	303489.5
chr9	114842346	114843440	114842893.0	144933.0
chr1	98740461	98740649	98740555.0	-926034.0
chr1	181066637	181067498	181067067.5	424213.0
chr11	33061975	33062842	33062408.5	519668.0
chr11	76250283	76251005	76250644.0	235041.0
chr11	95406396	95406623	95406509.5	160520.0
chr13	62484288	62484736	62484512.0	-175462.0
chr13	114374690	114375009	114374849.5	-210087.0
chr14	58134713	58134883	58134798.0	-107175.0
chr15	44288920	44289400	44289160.0	29690.0
chr15	55737340	55738837	55738088.5	349234.5
chr17	8579620	8579816	8579718.0	103069.5
chr17	71661204	71661434	71661319.0	140616.0
chr2	13801391	13801601	13801496.0	355599.5
chr2	84881449	84881659	84881554.0	4077.5
chr3	115829104	115829250	115829177.0	118744.5
chr3	128339535	128340112	128339823.5	740981.5
chr6	91418453	91418750	91418601.5	-47214.5
chr7	27569572	27569820	27569696.0	-375371.5
chr8	19311765	19311884	19311824.5	399425.5
chr9	31001204	31001407	31001305.5	-61115.5
chrX	56047978	56048167	56048072.5	1288436.0
chrX	149078707	149079120	149078913.5	301809.5
chr1	95374471	95375918	95375194.5	172809.0
chr11	109930649	109930806	109930727.5	-268161.0
chr14	102006766	102008609	102007687.5	-31875.5
chr17	36972888	36973333	36973110.5	-8262.5
chr18	34322544	34322685	34322614.5	-58153.5
chr18	61204690	61205045	61204867.5	-82534.0
chr18	87179145	87179290	87179217.5	1311698.5
chr2	105528015	105528250	105528132.5	-216627.5
chr3	93512733	93513207	93512970.0	-704102.0
chr5	74679699	74679842	74679770.5	88519.0
chr7	28438772	28439369	28439070.5	-20519.0
chr9	96525486	96525747	96525616.5	80945.5
chr1	52556513	52557851	52557182.0	7.0
chr10	87149055	87149406	87149230.5	-460287.0
chr11	27119818	27119996	27119907.0	626494.5
chr11	51103047	51103827	51103437.0	-249856.0
chr11	69714313	69714898	69714605.5	-34597.0
chr11	107566981	107567351	107567166.0	158004.5
chr13	18310357	18310823	18310590.0	274748.0
chr14	93378200	93378911	93378555.5	-3651094.0
chr15	75714583	75714879	75714731.0	-25215.0
chr15	99094884	99095133	99095008.5	4746.5
chr16	65646993	65647328	65647160.5	773465.5
chr16	94591217	94591418	94591317.5	56442.5
chr4	126920845	126921312	126921078.5	-6302.0
chr5	89943936	89944237	89944086.5	-708892.0
chr5	136558328	136558499	136558413.5	-1350.0
chr6	50118928	50119156	50119042.0	58693.0
chr7	71063995	71064223	71064109.0	22202.0
chr7	107628433	107628598	107628515.5	21650.5
chr7	138854349	138854535	138854442.0	150519.0
chr8	77043686	77044392	77044039.0	-473873.0
chr1	159444490	159444657	159444573.5	475181.5
chr1	162463623	162463809	162463716.0	-292080.5
chr11	120588329	120588807	120588568.0	-42.5
chr19	15031590	15032021	15031805.5	-1553920.0
chr19	21292623	21292735	21292679.0	113517.0
chr19	36311200	36311429	36311314.5	-172977.0
chr3	22196399	22197258	22196828.5	361845.0
chr3	135168382	135169321	135168851.5	20230.0
chr3	147587176	147587339	147587257.5	978219.0
chr5	31898937	31899516	31899226.5	69876.0
chr6	17646451	17646685	17646568.0	15879.5
chr6	114871780	114872027	114871903.5	-213052.0
chr7	127004803	127005746	127005274.5	-34185.5
chr7	148350834	148351040	148350937.0	-50860.5
chrX	157022279	157022764	157022521.5	-181517.5
chr11	21898165	21898620	21898392.5	-288806.0
chr11	87236276	87237027	87236651.5	-3764.5
chr14	79988373	79988849	79988611.0	162202.0
chr14	93034977	93035135	93035056.0	-3994593.5
chr17	36074726	36074953	36074839.5	27885.0
chr17	87578484	87578939	87578711.5	72013.5
chr2	146432026	146432161	146432093.5	94319.5
chr3	144084668	144085314	144084991.0	-31858.0
chr5	102255455	102256010	102255732.5	-242990.5
chr7	53604331	53604538	53604434.5	-361506.5
chr7	100801622	100801887	100801754.5	749464.0
chr8	59929637	59929761	59929699.0	-61021.5
chrX	95960411	95960759	95960585.0	1333668.5
chr15	97779216	97779380	97779298.0	-15079.5
chr16	66731602	66731725	66731663.5	1857968.5
chr2	87208142	87208309	87208225.5	2330749.0
chr2	143258919	143259117	143259018.0	-547875.5
chr2	143824636	143824797	143824716.5	-11771.0
chr2	172126106	172126260	172126183.0	9977.5
chr3	159317067	159317291	159317179.0	1706542.0
chr5	23176808	23176953	23176880.5	-155492.0
chr6	147467530	147467713	147467621.5	476253.5
chr8	81340196	81340396	81340296.0	307121.5
chr9	63697458	63697627	63697542.5	-210647.5
chr1	74903812	74903975	74903893.5	40232.5
chr12	102069946	102070625	102070285.5	107148.0
chr14	120908061	120908587	120908324.0	30788.5
chr17	6106382	6107027	6106704.5	-277.5
chr18	56913233	56913755	56913494.0	-139782.5
chr4	98049599	98050096	98049847.5	-11.5
chr5	31166384	31166754	31166569.0	-43475.5
chr6	116287678	116288538	116288108.0	-32218.0
chr7	3211921	3212422	3212171.5	-9094.0
chr7	51849164	51849550	51849357.0	3193.0
chr8	18582302	18582492	18582397.0	-264010.5
chr8	36024339	36024512	36024425.5	154167.0
chr8	63697796	63697969	63697882.5	-4970.0
chrX	122693138	122693320	122693229.0	1967107.5
chr11	120661259	120661929	120661594.0	-23985.0
chr15	15808397	15808580	15808488.5	2982265.5
chr17	30818682	30818849	30818765.5	105641.5
chr17	68046109	68047271	68046690.0	-44105.5
chr2	90799628	90799795	90799711.5	41819.5
chr2	169872376	169872599	169872487.5	-137667.5
chr4	155366208	155367612	155366910.0	-212.5
chr8	117127526	117127724	117127625.0	968172.0
chr9	91259931	91260365	91260148.0	-1177049.0
chr1	33813231	33813535	33813383.0	181926.5
chr1	41654567	41654699	41654633.0	807160.0
chr1	158593429	158593821	158593625.0	47648.0
chr11	107843712	107844447	107844079.5	-3347.5
chr17	69623066	69623428	69623247.0	-143579.0
chr2	41095608	41095745	41095676.5	1866894.0
chr2	146640831	146640942	146640886.5	303112.5
chr3	84295721	84296029	84295875.0	-90696.5
chr3	89598668	89598789	89598728.5	-13959.5
chr5	82393497	82393718	82393607.5	-4208074.0
chr7	116317792	116318902	116318347.0	240452.0
chr9	30889624	30890173	30889898.5	51782.0
chr1	128814530	128814757	128814643.5	599922.5
chr11	5385376	5385538	5385457.0	-21.5
chr11	21504318	21504476	21504397.0	512953.0
chr14	112904653	112904916	112904784.5	-2512358.5
chr16	52042852	52042974	52042913.0	11228.0
chr17	91875052	91875169	91875110.5	2993969.0
chr19	32794959	32795078	32795018.5	-36590.0
chr2	85920329	85920924	85920626.5	1043150.0
chr3	41367020	41367919	41367469.5	384301.5
chr6	92430724	92431582	92431153.0	266519.5
chr7	97904512	97904741	97904626.5	279953.5
chr8	73882026	73882282	73882154.0	-13190.0
chr1	21261468	21261592	21261530.0	319847.5
chr10	80481125	80481418	80481271.5	3487.5
chr18	42646477	42646765	42646621.0	-990813.0
chr5	45098316	45098564	45098440.0	-743009.5
chr5	135756095	135756304	135756199.5	93001.5
chr7	38959468	38959758	38959613.0	-26545.5
chr7	72615253	72615482	72615367.5	-410859.5
chr7	106020943	106021178	106021060.5	169353.5
chr7	108598930	108599402	108599166.0	102633.5
chr7	135833794	135833979	135833886.5	-49698.0
chr9	37025196	37025349	37025272.5	-130586.0
chr14	34135919	34136073	34135996.0	-124328.0
chr14	56097969	56098249	56098109.0	-80846.0
chr16	17205212	17205361	17205286.5	4019.5
chr17	7056664	7056781	7056722.5	24520.0
chr17	56989148	56989514	56989331.0	56067.0
chr2	146589260	146589456	146589358.0	251584.0
chr3	135777595	135778174	135777884.5	260107.0
chr3	156918917	156919073	156918995.0	-278548.5
chr5	128119370	128120452	128119911.0	-1406551.5
chr7	77652339	77652615	77652477.0	2436777.0
chr7	83538131	83538401	83538266.0	512513.0
chr7	129606631	129606748	129606689.5	330214.5
chr8	48406154	48406482	48406318.0	-190153.5
chr8	113002647	113002813	113002730.0	261023.0
chr1	77409873	77410158	77410015.5	43790.0
chr1	107252578	107253814	107253196.0	-1336178.5
chr15	37967652	37967859	37967755.5	-40699.0
chr15	64751807	64754227	64753017.0	-865843.0
chr17	75903784	75903996	75903890.0	-47172.0
chr18	35789425	35789720	35789572.5	10321.0
chr2	59184425	59184870	59184647.5	-778552.0
chr6	141444069	141444855	141444462.0	-713835.0
chr7	127857105	127858042	127857573.5	-255378.5
chr7	150692466	150692901	150692683.5	-26723.5
chr8	55180528	55180852	55180690.0	456532.0
chrX	50946444	50947089	50946766.5	504716.0
chr1	88424081	88425118	88424599.5	18446.5
chr1	130966451	130966650	130966550.5	508921.5
chr14	76825128	76825517	76825322.5	-107319.5
chr15	63966756	63966947	63966851.5	137462.0
chr19	53927227	53927412	53927319.5	33390.0
chr2	132036610	132036776	132036693.0	-42131.5
chr4	76594263	76594478	76594370.5	1670055.5
chr9	119298218	119298375	119298296.5	31576.5
chr11	113062327	113062518	113062422.5	-1467840.5
chr14	17081614	17082493	17082053.5	-130824.0
chr15	74109782	74109871	74109826.5	-473564.5
chr16	30213819	30213984	30213901.5	-38461.5
chr16	58408099	58409539	58408819.0	-106077.5
chr16	89902903	89903350	89903126.5	227324.0
chr17	50655356	50655509	50655432.5	223203.0
chr19	45132637	45133500	45133068.5	-377638.5
chr2	103299045	103299160	103299102.5	-107536.0
chr2	172341969	172342622	172342295.5	145955.0
chr5	66089045	66089942	66089493.5	205609.0
chr7	117275902	117276082	117275992.0	-89347.5
chr8	107154401	107155461	107154931.0	-10759.0
chr8	126808206	126808528	126808367.0	34028.5
chrX	101148105	101148331	101148218.0	-395477.0
chr1	78606183	78606354	78606268.5	120799.0
chr1	84881843	84882026	84881934.5	45979.0
chr1	120971468	120972415	120971941.5	-450821.5
chr12	96780896	96781449	96781172.5	-1518644.0
chr15	94013948	94014135	94014041.5	-359993.0
chr17	44242147	44243128	44242637.5	-124.5
chr2	132518881	132519122	132519001.5	-2509.0
chr3	19613467	19613897	19613682.0	-181444.0
chr3	28866296	28866450	28866373.0	161763.5
chr5	88071944	88072077	88072010.5	838651.0
chr5	129513867	129514637	129514252.0	-12210.5
chrX	133296097	133296536	133296316.5	20169.0
chr1	117828667	117828873	117828770.0	-2378979.0
chr1	150947190	150947352	150947271.0	-1293112.0
chr11	100406594	100407094	100406844.0	72888.0
chr14	22382179	22382426	22382302.5	62367.5
chr14	98682844	98683228	98683036.0	-815994.5
chr17	45709292	45710527	45709909.5	9021.5
chr17	53758365	53758544	53758454.5	31669.0
chr17	72036761	72037029	72036895.0	88921.0
chr18	76360069	76360275	76360172.0	-41115.0
chr18	78030868	78031039	78030953.5	18109.5
chr19	32231672	32231897	32231784.5	-15333.0
chr2	99397780	99397952	99397866.0	-205693.0
chr3	127058158	127058305	127058231.5	-198060.0
chr3	129294908	129295268	129295088.0	-239005.0
chr5	126026627	126027072	126026849.5	274694.0
chr8	114312885	114313961	114313423.0	57408.0
chr9	8912874	8913046	8912960.0	778564.5
chr9	88414561	88414921	88414741.0	-3307.0
chrX	76780895	76781047	76780971.0	942289.0
chrX	161848238	161848665	161848451.5	429963.0
chr1	82870219	82870376	82870297.5	48228.0
chr1	164267417	164267610	164267513.5	-210991.0
chr14	32935166	32935383	32935274.5	-24160.5
chr14	46076237	46076475	46076356.0	67737.5
chr15	96868237	96868450	96868343.5	-305189.0
chr16	39453325	39453837	39453581.0	551126.0
chr16	75894555	75894771	75894663.0	141358.5
chr18	35677328	35677528	35677428.0	-44691.5
chr19	25173399	25173545	25173472.0	99448.0
chr19	56743482	56744063	56743772.5	80732.5
chr2	168755327	168755493	168755410.0	699643.5
chr2	180888663	180888845	180888754.0	-33194.5
chr5	87114571	87114915	87114743.0	-118616.5
chr5	143514047	143514290	143514168.5	-127041.0
chr6	85087147	85087619	85087383.0	-195738.5
chr6	120594304	120594510	120594407.0	55477.0
chr8	69220790	69221421	69221105.5	290104.5
chrX	65584733	65584874	65584803.5	17896.5
chr14	77691636	77691863	77691749.5	408506.0
chr15	102070924	102071466	102071195.0	16115.5
chr17	26601147	26601290	26601218.5	-97215.5
chr18	68128340	68128545	68128442.5	193659.5
chr2	66248204	66248320	66248262.0	-2451217.5
chr2	121130802	121131000	121130901.0	-50043.0
chr2	136941643	136943634	136942638.5	225383.5
chr3	60419669	60419869	60419769.0	12730.0
chr3	100224356	100225083	100224719.5	-215615.5
chr3	135010872	135011682	135011277.0	-54139.0
chr6	113025867	113028049	113026958.0	-249982.0
chr7	64943171	64943385	64943278.0	-711318.0
chr7	68271282	68271423	68271352.5	633938.5
chr1	125623858	125624337	125624097.5	1370328.0
chr11	72351803	72352189	72351996.0	-257539.5
chr11	78374084	78374194	78374139.0	24467.0
chr11	95072138	95072317	95072227.5	-48432.5
